valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-09-14 07:00:00+00:00,29.6,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,31
2025-09-14 08:00:00+00:00,29.2,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,32
2025-09-14 09:00:00+00:00,27.5,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,33
2025-09-14 10:00:00+00:00,26.6,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,34
2025-09-14 11:00:00+00:00,26.9,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,35
2025-09-14 12:00:00+00:00,26.6,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,36
2025-09-14 13:00:00+00:00,26.6,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,37
2025-09-14 14:00:00+00:00,26.7,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,38
2025-09-14 15:00:00+00:00,26.3,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,39
2025-09-14 16:00:00+00:00,25.7,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,40
2025-09-14 17:00:00+00:00,25.4,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,41
2025-09-14 18:00:00+00:00,25.2,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,42
2025-09-14 19:00:00+00:00,24.9,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,43
2025-09-14 20:00:00+00:00,24.9,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,44
2025-09-14 21:00:00+00:00,24.8,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,45
2025-09-14 22:00:00+00:00,24.7,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,46
2025-09-14 23:00:00+00:00,24.5,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,47
2025-09-15 00:00:00+00:00,24.5,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,48
2025-09-15 01:00:00+00:00,24.9,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,49
2025-09-15 02:00:00+00:00,25.3,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,50
2025-09-15 03:00:00+00:00,25.7,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,51
2025-09-15 04:00:00+00:00,26.1,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,52
2025-09-15 05:00:00+00:00,26.3,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,53
2025-09-15 06:00:00+00:00,26.8,2025-09-13 06:00:00+00:00,2025-09-13 00:00:00+00:00,54
2025-09-15 07:00:00+00:00,28.8,2025-09-15 06:00:00+00:00,2025-09-15 00:00:00+00:00,7
2025-09-15 08:00:00+00:00,28.2,2025-09-15 06:00:00+00:00,2025-09-15 00:00:00+00:00,8
