valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-10-16 07:00:00+00:00,28.6,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,31
2025-10-16 08:00:00+00:00,28.9,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,32
2025-10-16 09:00:00+00:00,29.0,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,33
2025-10-16 10:00:00+00:00,28.8,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,34
2025-10-16 11:00:00+00:00,28.2,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,35
2025-10-16 12:00:00+00:00,26.6,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,36
2025-10-16 13:00:00+00:00,25.5,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,37
2025-10-16 14:00:00+00:00,24.9,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,38
2025-10-16 15:00:00+00:00,24.5,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,39
2025-10-16 16:00:00+00:00,24.1,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,40
2025-10-16 17:00:00+00:00,23.6,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,41
2025-10-16 18:00:00+00:00,23.0,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,42
2025-10-16 19:00:00+00:00,22.4,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,43
2025-10-16 20:00:00+00:00,21.6,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,44
2025-10-16 21:00:00+00:00,21.0,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,45
2025-10-16 22:00:00+00:00,20.7,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,46
2025-10-16 23:00:00+00:00,20.5,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,47
2025-10-17 00:00:00+00:00,20.6,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,48
2025-10-17 01:00:00+00:00,20.8,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,49
2025-10-17 02:00:00+00:00,22.5,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,50
2025-10-17 03:00:00+00:00,24.7,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,51
2025-10-17 04:00:00+00:00,26.2,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,52
2025-10-17 05:00:00+00:00,27.4,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,53
2025-10-17 06:00:00+00:00,28.1,2025-10-15 06:00:00+00:00,2025-10-15 00:00:00+00:00,54
2025-10-17 07:00:00+00:00,29.4,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,7
2025-10-17 08:00:00+00:00,29.7,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,8
2025-10-17 09:00:00+00:00,29.5,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,9
2025-10-17 10:00:00+00:00,29.0,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,10
2025-10-17 11:00:00+00:00,28.1,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,11
2025-10-17 12:00:00+00:00,27.2,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,12
2025-10-17 13:00:00+00:00,26.4,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,13
2025-10-17 14:00:00+00:00,25.6,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,14
2025-10-17 15:00:00+00:00,24.8,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,15
2025-10-17 16:00:00+00:00,24.5,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,16
2025-10-17 17:00:00+00:00,24.1,2025-10-17 06:00:00+00:00,2025-10-17 00:00:00+00:00,17
